epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
133,11960.7,1.33376,0.97779,1.11788,0.5372,0.41633,0.43815,0.27109,1.32425,1.00803,1.08593,0.01624,0.01624,0.01624
134,12114.8,1.33449,0.98427,1.11491,0.54009,0.41513,0.43927,0.27117,1.32461,1.00685,1.08605,0.01606,0.01606,0.01606
135,12196.6,1.34018,0.97185,1.11569,0.53658,0.41788,0.43947,0.27122,1.32447,1.00663,1.08573,0.01588,0.01588,0.01588
136,12278.2,1.34188,0.97705,1.112,0.53911,0.41803,0.44006,0.27164,1.32449,1.00557,1.0859,0.0157,0.0157,0.0157
137,12357.4,1.33297,0.97675,1.11274,0.53811,0.4188,0.4401,0.27199,1.32386,1.00435,1.08555,0.01552,0.01552,0.01552
138,12436.4,1.31204,0.96149,1.10453,0.53175,0.42284,0.44055,0.27232,1.32401,1.00397,1.08563,0.01534,0.01534,0.01534
139,12516.2,1.32617,0.97502,1.1062,0.53653,0.42389,0.44058,0.2726,1.32442,1.00381,1.08564,0.01516,0.01516,0.01516
140,12595.6,1.33578,0.96806,1.11758,0.53354,0.42438,0.44106,0.27274,1.32493,1.00309,1.08582,0.01498,0.01498,0.01498
141,12676.4,1.31673,0.95379,1.11158,0.53792,0.42248,0.44188,0.27337,1.32485,1.00251,1.0858,0.0148,0.0148,0.0148
142,12756.7,1.31308,0.95916,1.11211,0.54311,0.42191,0.44226,0.27344,1.32471,1.00234,1.08573,0.01462,0.01462,0.01462
143,12840.3,1.32343,0.96811,1.11354,0.54547,0.42003,0.44212,0.2732,1.32478,1.00184,1.08575,0.01444,0.01444,0.01444
144,12920.2,1.31113,0.94758,1.09841,0.54802,0.42083,0.44229,0.27369,1.3244,1.00144,1.0856,0.01426,0.01426,0.01426
145,13002.4,1.30656,0.95067,1.10058,0.54956,0.4211,0.4426,0.2737,1.32427,1.00118,1.08552,0.01408,0.01408,0.01408
146,13083.2,1.2966,0.94743,1.10179,0.5499,0.4214,0.44303,0.27379,1.32399,1.00094,1.08529,0.0139,0.0139,0.0139
147,13164.2,1.31338,0.94884,1.09189,0.54984,0.42109,0.44199,0.27387,1.32396,1.00103,1.08532,0.01372,0.01372,0.01372
148,13243.9,1.31887,0.96279,1.10219,0.54852,0.42141,0.44246,0.27451,1.32395,1.00101,1.08536,0.01354,0.01354,0.01354
